order_id,customer_id,order_date,product_id,quantity,status,payment_method,total_amount
ORD-00000632,CUST-000581,2025-06-20,PROD-00014,5,pending,Debit Card,1108.34
ORD-00000633,CUST-000298,2025-09-16,PROD-00172,1,pending,Credit Card,410.89
ORD-00000634,CUST-000595,2025-10-20,PROD-00125,3,pending,Credit Card,1349.17
ORD-00000635,CUST-000241,2026-01-17,PROD-00026,3,cancelled,Credit Card,1802.23
ORD-00000636,CUST-000326,2025-06-19,PROD-00125,4,pending,Debit Card,1325.66
ORD-00000637,CUST-000711,2025-04-01,PROD-00150,2,cancelled,Debit Card,741.7
ORD-00000638,CUST-000324,2025-07-03,PROD-00110,2,completed,PayPal,507.43
ORD-00000639,CUST-000227,2026-01-17,PROD-00183,4,pending,PayPal,285.93
ORD-00000640,CUST-000751,2025-04-21,PROD-00085,4,pending,PayPal,730.31
ORD-00000641,CUST-000313,2025-08-15,PROD-00125,5,completed,Credit Card,1298.19
ORD-00000642,CUST-000084,2025-06-25,PROD-00072,2,cancelled,Credit Card,541.2
ORD-00000643,CUST-000908,2026-01-18,PROD-00161,1,cancelled,Credit Card,1786.37
ORD-00000644,CUST-000870,2025-05-01,PROD-00130,1,cancelled,Debit Card,822.17
ORD-00000645,CUST-000605,2025-07-03,PROD-00055,1,cancelled,PayPal,1096.07
ORD-00000646,CUST-000553,2025-04-22,PROD-00121,2,pending,PayPal,462.15
ORD-00000647,CUST-000791,2025-09-10,PROD-00151,3,completed,PayPal,1012.22
ORD-00000648,CUST-000093,2025-11-24,PROD-00102,3,cancelled,Credit Card,1332.1
ORD-00000649,CUST-000869,2025-08-01,PROD-00158,2,cancelled,Credit Card,903.52
ORD-00000650,CUST-000184,2025-10-05,PROD-00145,5,cancelled,Credit Card,1477.12
ORD-00000651,CUST-000496,2025-09-27,PROD-00092,1,completed,PayPal,478.86
ORD-00000652,CUST-000271,2025-11-03,PROD-00095,2,completed,Debit Card,429.41
ORD-00000653,CUST-000930,2025-11-16,PROD-00093,4,pending,PayPal,1765.47
ORD-00000654,CUST-000041,2025-08-14,PROD-00167,3,completed,Debit Card,1937.51
ORD-00000655,CUST-000649,2025-05-22,PROD-00071,3,cancelled,Debit Card,1148.92
ORD-00000656,CUST-000386,2025-11-13,PROD-00168,4,pending,Debit Card,1313.61
ORD-00000657,CUST-000856,2025-09-29,PROD-00020,5,pending,PayPal,1945.89
ORD-00000658,CUST-000229,2025-08-17,PROD-00133,4,pending,PayPal,983.99
ORD-00000659,CUST-000494,2025-07-18,PROD-00155,1,cancelled,Credit Card,891.0
ORD-00000660,CUST-000236,2025-03-08,PROD-00020,5,cancelled,PayPal,438.8
ORD-00000661,CUST-000192,2026-01-28,PROD-00041,3,cancelled,Debit Card,1637.57
ORD-00000662,CUST-000677,2025-05-18,PROD-00059,4,pending,Debit Card,244.41
ORD-00000663,CUST-000692,2026-01-30,PROD-00123,4,completed,Debit Card,339.27
ORD-00000664,CUST-000854,2026-01-27,PROD-00106,1,completed,Credit Card,273.21
ORD-00000665,CUST-000607,2025-04-02,PROD-00042,2,cancelled,Debit Card,97.6
ORD-00000666,CUST-000587,2025-07-27,PROD-00038,1,completed,PayPal,1846.44
ORD-00000667,CUST-000530,2025-05-31,PROD-00104,5,cancelled,Debit Card,56.87
ORD-00000668,CUST-000737,2025-09-21,PROD-00187,3,completed,Credit Card,909.42
ORD-00000669,CUST-000483,2025-09-27,PROD-00124,2,completed,PayPal,1209.66
ORD-00000670,CUST-000814,2025-04-23,PROD-00150,2,cancelled,Debit Card,1031.39
ORD-00000671,CUST-000172,2025-04-23,PROD-00186,3,pending,Debit Card,1189.38
ORD-00000672,CUST-000236,2025-06-12,PROD-00097,4,completed,Credit Card,52.79
ORD-00000673,CUST-000536,2025-09-28,PROD-00130,4,completed,Debit Card,210.67
ORD-00000674,CUST-000488,2025-11-04,PROD-00158,5,completed,Debit Card,1016.59
ORD-00000675,CUST-000121,2025-09-01,PROD-00024,4,cancelled,Credit Card,1805.93
ORD-00000676,CUST-000553,2026-02-05,PROD-00001,4,cancelled,PayPal,753.35
ORD-00000677,CUST-000045,2025-09-17,PROD-00179,5,pending,Credit Card,1878.07
ORD-00000678,CUST-000494,2025-04-14,PROD-00197,4,pending,Debit Card,1613.15
ORD-00000679,CUST-000930,2025-10-22,PROD-00195,5,completed,PayPal,285.09
ORD-00000680,CUST-000489,2025-12-07,PROD-00197,2,completed,PayPal,1204.62
ORD-00000681,CUST-000557,2025-03-13,PROD-00105,3,completed,Credit Card,1424.11
ORD-00000682,CUST-000809,2025-03-27,PROD-00002,5,cancelled,Credit Card,1049.13
ORD-00000683,CUST-000385,2025-12-09,PROD-00168,2,cancelled,PayPal,829.51
ORD-00000684,CUST-000110,2025-04-14,PROD-00040,4,cancelled,Debit Card,522.19
ORD-00000685,CUST-000876,2025-06-28,PROD-00138,4,cancelled,PayPal,1231.52
ORD-00000686,CUST-000697,2025-07-16,PROD-00102,2,pending,Debit Card,1571.9
ORD-00000687,CUST-000495,2025-08-09,PROD-00046,3,cancelled,Debit Card,977.85
ORD-00000688,CUST-000315,2025-10-21,PROD-00148,3,cancelled,PayPal,1476.85
ORD-00000689,CUST-000876,2025-05-06,PROD-00169,1,cancelled,Credit Card,904.26
ORD-00000690,CUST-000717,2025-04-25,PROD-00042,1,completed,Debit Card,813.11
ORD-00000691,CUST-000347,2025-06-14,PROD-00141,5,cancelled,Debit Card,1419.44
ORD-00000692,CUST-000165,2025-04-30,PROD-00100,1,completed,Credit Card,953.9
ORD-00000693,CUST-000615,2026-01-01,PROD-00112,1,completed,PayPal,459.11
ORD-00000694,CUST-000082,2025-07-31,PROD-00156,1,cancelled,PayPal,1862.76
ORD-00000695,CUST-000411,2025-11-14,PROD-00158,5,pending,Debit Card,1927.79
ORD-00000696,CUST-000059,2025-04-19,PROD-00199,2,cancelled,PayPal,889.16
ORD-00000697,CUST-000207,2025-09-13,PROD-00169,5,pending,Credit Card,86.55
ORD-00000698,CUST-000614,2025-12-02,PROD-00131,5,cancelled,Credit Card,1238.08
ORD-00000699,CUST-000691,2025-02-23,PROD-00010,3,completed,Debit Card,20.57
ORD-00000700,CUST-000162,2025-04-21,PROD-00023,3,pending,PayPal,1345.93
ORD-00000701,CUST-000416,2025-03-30,PROD-00151,2,cancelled,Credit Card,1479.11
ORD-00000702,CUST-000071,2025-09-11,PROD-00024,5,pending,Debit Card,1662.93
ORD-00000703,CUST-000937,2025-07-16,PROD-00150,3,pending,PayPal,468.07
ORD-00000704,CUST-000987,2025-05-10,PROD-00050,4,pending,Debit Card,29.21
ORD-00000705,CUST-000180,2025-08-13,PROD-00105,5,completed,Debit Card,163.32
ORD-00000706,CUST-000302,2025-07-09,PROD-00088,1,cancelled,PayPal,1754.7
ORD-00000707,CUST-000833,2025-08-10,PROD-00148,3,cancelled,PayPal,1932.79
ORD-00000708,CUST-000577,2025-05-21,PROD-00124,2,pending,PayPal,1369.56
ORD-00000709,CUST-000919,2026-01-23,PROD-00151,1,pending,Credit Card,530.48
ORD-00000710,CUST-000392,2025-07-13,PROD-00163,2,cancelled,Debit Card,475.26
ORD-00000711,CUST-000324,2025-06-18,PROD-00106,3,cancelled,Debit Card,39.25
ORD-00000712,CUST-000853,2026-01-30,PROD-00068,2,pending,Credit Card,809.88
ORD-00000713,CUST-000767,2025-07-18,PROD-00088,1,cancelled,Credit Card,963.58
ORD-00000714,CUST-000363,2025-06-21,PROD-00056,5,pending,Credit Card,1895.29
ORD-00000715,CUST-000700,2025-06-05,PROD-00049,4,cancelled,Credit Card,485.03
ORD-00000716,CUST-000248,2025-10-26,PROD-00068,2,completed,Credit Card,1673.18
ORD-00000717,CUST-000857,2026-01-07,PROD-00159,3,completed,Credit Card,257.36
ORD-00000718,CUST-000081,2025-09-28,PROD-00174,4,cancelled,Credit Card,1533.2
ORD-00000719,CUST-000555,2025-09-05,PROD-00011,4,pending,Debit Card,644.53
ORD-00000720,CUST-000920,2025-06-28,PROD-00148,3,pending,Credit Card,1969.1
ORD-00000721,CUST-000938,2025-10-25,PROD-00131,3,pending,Credit Card,1505.34
ORD-00000722,CUST-000132,2026-02-12,PROD-00014,5,pending,PayPal,1880.52
ORD-00000723,CUST-000034,2025-03-03,PROD-00129,3,pending,Debit Card,1556.29
ORD-00000724,CUST-000469,2026-01-12,PROD-00031,5,pending,PayPal,1384.64
ORD-00000725,CUST-000013,2025-04-28,PROD-00173,2,pending,Debit Card,219.48
ORD-00000726,CUST-000371,2025-05-19,PROD-00157,3,completed,Debit Card,540.44
ORD-00000727,CUST-000276,2025-07-04,PROD-00121,5,pending,PayPal,384.15
ORD-00000728,CUST-000435,2025-08-24,PROD-00054,4,cancelled,PayPal,742.85
ORD-00000729,CUST-000411,2025-02-22,PROD-00072,4,completed,Debit Card,279.66
ORD-00000730,CUST-000590,2025-09-29,PROD-00176,2,completed,Debit Card,554.5
ORD-00000731,CUST-000242,2025-07-17,PROD-00143,4,pending,Credit Card,308.77
ORD-00000732,CUST-000983,2025-03-22,PROD-00190,2,pending,Credit Card,369.68
ORD-00000733,CUST-000512,2025-05-17,PROD-00035,5,cancelled,Debit Card,645.14
ORD-00000734,CUST-000499,2025-08-23,PROD-00077,3,cancelled,Debit Card,114.46
ORD-00000735,CUST-000102,2025-03-10,PROD-00177,2,completed,Credit Card,1631.36
ORD-00000736,CUST-000488,2025-06-12,PROD-00162,1,pending,Debit Card,682.62
ORD-00000737,CUST-000370,2025-03-27,PROD-00093,5,cancelled,PayPal,701.4
ORD-00000738,CUST-000422,2025-07-12,PROD-00032,3,cancelled,Debit Card,413.94
ORD-00000739,CUST-000590,2025-04-28,PROD-00167,5,completed,PayPal,723.12
ORD-00000740,CUST-000690,2025-04-18,PROD-00131,4,cancelled,PayPal,1781.47
ORD-00000741,CUST-000391,2025-06-15,PROD-00158,3,pending,Debit Card,1914.06
ORD-00000742,CUST-000890,2025-10-27,PROD-00043,3,pending,Debit Card,1232.37
ORD-00000743,CUST-000415,2025-08-16,PROD-00019,1,completed,PayPal,471.87
ORD-00000744,CUST-000325,2025-05-28,PROD-00168,3,cancelled,PayPal,1218.66
ORD-00000745,CUST-000405,2026-02-06,PROD-00070,4,pending,Debit Card,1182.1
ORD-00000746,CUST-000989,2025-04-28,PROD-00116,4,completed,Credit Card,1711.34
ORD-00000747,CUST-000129,2025-07-17,PROD-00187,2,cancelled,PayPal,1882.07
ORD-00000748,CUST-000718,2025-08-30,PROD-00192,1,completed,Credit Card,806.15
ORD-00000749,CUST-000098,2025-04-01,PROD-00017,4,cancelled,Credit Card,72.2
ORD-00000750,CUST-000407,2025-12-14,PROD-00135,1,completed,PayPal,1243.84
ORD-00000751,CUST-000087,2025-06-28,PROD-00168,4,pending,Credit Card,509.85
ORD-00000752,CUST-000291,2025-11-17,PROD-00114,2,completed,Debit Card,1680.27
ORD-00000753,CUST-000030,2025-10-20,PROD-00009,3,pending,PayPal,945.04
ORD-00000754,CUST-000892,2025-07-20,PROD-00139,3,cancelled,PayPal,287.53
ORD-00000755,CUST-000972,2025-12-14,PROD-00179,5,completed,Debit Card,1203.22
ORD-00000756,CUST-000647,2025-04-21,PROD-00192,5,pending,Debit Card,1286.78
ORD-00000757,CUST-000547,2025-04-10,PROD-00080,3,pending,Debit Card,469.71
ORD-00000758,CUST-000092,2025-08-26,PROD-00114,3,pending,PayPal,534.42
ORD-00000759,CUST-000311,2025-10-31,PROD-00003,1,cancelled,Credit Card,700.89
ORD-00000760,CUST-000481,2025-02-26,PROD-00137,1,cancelled,PayPal,1894.98
ORD-00000761,CUST-000489,2025-10-19,PROD-00077,1,pending,PayPal,1202.07
ORD-00000762,CUST-000816,2025-10-25,PROD-00002,5,pending,Credit Card,835.24
ORD-00000763,CUST-000575,2025-07-26,PROD-00112,4,completed,Credit Card,1435.58
ORD-00000764,CUST-000662,2025-03-13,PROD-00100,4,completed,PayPal,176.84
ORD-00000765,CUST-000641,2025-07-27,PROD-00062,5,cancelled,Debit Card,1375.59
ORD-00000766,CUST-000292,2025-11-20,PROD-00167,5,pending,PayPal,392.24
ORD-00000767,CUST-000071,2025-04-05,PROD-00047,2,pending,Credit Card,1281.05
ORD-00000768,CUST-000633,2025-12-14,PROD-00116,3,cancelled,Debit Card,994.15
ORD-00000769,CUST-000329,2026-01-20,PROD-00005,2,completed,Debit Card,63.82
ORD-00000770,CUST-000996,2025-08-24,PROD-00027,3,pending,Credit Card,1436.09
ORD-00000771,CUST-000745,2025-12-04,PROD-00003,2,completed,Credit Card,49.16
ORD-00000772,CUST-000223,2025-11-09,PROD-00088,4,pending,PayPal,1995.97
ORD-00000773,CUST-000475,2025-12-27,PROD-00179,1,pending,Credit Card,1690.22
ORD-00000774,CUST-000975,2026-02-12,PROD-00038,1,pending,PayPal,161.34
ORD-00000775,CUST-000482,2025-04-03,PROD-00047,2,pending,PayPal,1659.94
ORD-00000776,CUST-000125,2025-04-28,PROD-00197,2,pending,PayPal,509.38
ORD-00000777,CUST-000035,2025-07-27,PROD-00051,4,cancelled,Credit Card,1051.86
ORD-00000778,CUST-000214,2025-11-27,PROD-00122,4,cancelled,PayPal,1873.71
ORD-00000779,CUST-000163,2026-01-06,PROD-00162,1,cancelled,Debit Card,1051.43
ORD-00000780,CUST-000260,2025-03-23,PROD-00124,3,completed,PayPal,1777.29
ORD-00000781,CUST-000885,2025-02-24,PROD-00171,2,completed,Credit Card,1273.16
ORD-00000782,CUST-000333,2026-02-04,PROD-00004,2,pending,Debit Card,256.91
ORD-00000783,CUST-000809,2025-11-07,PROD-00063,1,completed,Debit Card,1571.28
ORD-00000784,CUST-000487,2025-05-27,PROD-00177,5,completed,PayPal,1546.18
ORD-00000785,CUST-000255,2025-08-29,PROD-00041,4,completed,Debit Card,1244.92
ORD-00000786,CUST-000954,2025-10-04,PROD-00195,1,completed,PayPal,1296.26
ORD-00000787,CUST-000719,2026-01-07,PROD-00138,1,completed,PayPal,480.7
ORD-00000788,CUST-000572,2025-07-31,PROD-00166,3,pending,Debit Card,402.07
ORD-00000789,CUST-000706,2025-08-11,PROD-00097,3,cancelled,Credit Card,516.38
ORD-00000790,CUST-000041,2025-03-08,PROD-00125,4,cancelled,PayPal,1094.61
ORD-00000791,CUST-000502,2026-01-05,PROD-00049,5,completed,Debit Card,708.38
ORD-00000792,CUST-000750,2025-08-09,PROD-00120,3,cancelled,Debit Card,337.48
ORD-00000793,CUST-000544,2025-03-12,PROD-00040,4,pending,PayPal,1092.38
ORD-00000794,CUST-000465,2025-09-29,PROD-00001,5,pending,Debit Card,387.36
ORD-00000795,CUST-000020,2025-07-07,PROD-00159,3,cancelled,Credit Card,654.97
ORD-00000796,CUST-000065,2025-07-27,PROD-00169,5,pending,Credit Card,1057.66
ORD-00000797,CUST-000510,2025-10-27,PROD-00197,5,completed,Debit Card,580.6
ORD-00000798,CUST-000420,2025-11-29,PROD-00165,3,completed,Credit Card,1055.94
ORD-00000799,CUST-000069,2025-03-02,PROD-00012,2,completed,Credit Card,420.12
ORD-00000800,CUST-000498,2025-05-30,PROD-00050,1,completed,Debit Card,1290.67
ORD-00000801,CUST-000398,2025-06-09,PROD-00169,4,cancelled,Debit Card,1408.6
ORD-00000802,CUST-000263,2025-07-24,PROD-00013,3,completed,Debit Card,1441.33
ORD-00000803,CUST-000014,2025-08-04,PROD-00054,4,completed,PayPal,1606.02
ORD-00000804,CUST-000063,2025-06-10,PROD-00093,5,cancelled,PayPal,1647.61
ORD-00000805,CUST-000814,2025-03-07,PROD-00182,1,cancelled,PayPal,1067.46
ORD-00000806,CUST-000752,2025-04-03,PROD-00019,3,completed,Credit Card,1921.96
ORD-00000807,CUST-000100,2025-11-16,PROD-00026,2,cancelled,PayPal,395.13
ORD-00000808,CUST-000539,2025-09-04,PROD-00169,2,cancelled,Debit Card,1896.06
ORD-00000809,CUST-000572,2025-07-17,PROD-00192,5,pending,Debit Card,228.92
ORD-00000810,CUST-000654,2025-04-27,PROD-00148,3,cancelled,PayPal,1411.05
ORD-00000811,CUST-000438,2025-09-05,PROD-00027,2,completed,Debit Card,815.08
ORD-00000812,CUST-000346,2025-04-09,PROD-00169,2,cancelled,Debit Card,897.16
ORD-00000813,CUST-000361,2025-04-15,PROD-00081,5,pending,PayPal,836.44
ORD-00000814,CUST-000649,2025-08-21,PROD-00111,3,cancelled,Credit Card,1135.03
ORD-00000815,CUST-000220,2026-01-14,PROD-00097,5,cancelled,PayPal,732.82
ORD-00000816,CUST-000464,2025-06-28,PROD-00115,4,completed,Debit Card,88.63
ORD-00000817,CUST-000292,2025-08-08,PROD-00153,1,cancelled,Credit Card,1986.96
ORD-00000818,CUST-000310,2025-10-05,PROD-00002,3,completed,Credit Card,1714.33
ORD-00000819,CUST-000023,2026-01-24,PROD-00198,3,cancelled,Debit Card,1121.52
ORD-00000820,CUST-000949,2026-01-18,PROD-00147,2,completed,Credit Card,931.53
ORD-00000821,CUST-000160,2026-01-29,PROD-00036,3,pending,Debit Card,514.72
ORD-00000822,CUST-000263,2025-12-19,PROD-00077,1,cancelled,PayPal,1146.75
ORD-00000823,CUST-000223,2025-09-18,PROD-00188,1,cancelled,PayPal,1589.95
ORD-00000824,CUST-000178,2025-03-08,PROD-00125,5,completed,Debit Card,1291.66
ORD-00000825,CUST-000039,2025-06-21,PROD-00188,5,pending,Credit Card,1564.64
ORD-00000826,CUST-000944,2025-03-08,PROD-00198,3,pending,PayPal,844.71
ORD-00000827,CUST-000889,2025-10-03,PROD-00031,2,cancelled,Debit Card,1701.97
ORD-00000828,CUST-000951,2025-11-13,PROD-00003,4,completed,PayPal,1058.28
ORD-00000829,CUST-000327,2025-12-16,PROD-00139,5,completed,PayPal,1014.76
ORD-00000830,CUST-000227,2025-03-31,PROD-00040,1,cancelled,Debit Card,1994.79
ORD-00000831,CUST-000995,2025-08-28,PROD-00115,5,cancelled,Debit Card,198.36
ORD-00000832,CUST-000443,2025-11-14,PROD-00075,4,completed,Credit Card,685.61
ORD-00000833,CUST-000488,2025-06-25,PROD-00147,1,cancelled,PayPal,539.86
ORD-00000834,CUST-000409,2025-10-13,PROD-00129,4,cancelled,Credit Card,1528.83
ORD-00000835,CUST-000493,2025-06-12,PROD-00144,2,pending,PayPal,1311.45
ORD-00000836,CUST-000201,2025-07-18,PROD-00144,5,cancelled,Debit Card,507.57
ORD-00000837,CUST-000074,2025-04-30,PROD-00069,4,pending,Debit Card,1849.79
ORD-00000838,CUST-000092,2025-11-22,PROD-00029,4,pending,PayPal,709.65
ORD-00000839,CUST-000329,2025-11-13,PROD-00089,5,cancelled,Credit Card,1543.97
ORD-00000840,CUST-000174,2025-11-20,PROD-00090,5,pending,Debit Card,308.72
ORD-00000841,CUST-000046,2025-03-23,PROD-00060,2,cancelled,PayPal,328.86
ORD-00000842,CUST-000746,2026-01-21,PROD-00022,1,cancelled,Credit Card,501.24
ORD-00000843,CUST-000636,2026-02-10,PROD-00038,3,completed,PayPal,1393.71
ORD-00000844,CUST-000114,2025-12-09,PROD-00079,4,pending,Credit Card,677.12
ORD-00000845,CUST-000758,2025-09-18,PROD-00138,2,completed,Debit Card,1056.07
ORD-00000846,CUST-000265,2026-02-21,PROD-00141,4,cancelled,Debit Card,1984.76
ORD-00000847,CUST-000712,2025-10-05,PROD-00179,1,pending,Debit Card,1813.96
ORD-00000848,CUST-000540,2025-09-07,PROD-00012,3,completed,Credit Card,582.35
ORD-00000849,CUST-000809,2025-12-09,PROD-00179,5,pending,Credit Card,940.62
ORD-00000850,CUST-000968,2025-11-03,PROD-00003,1,pending,Debit Card,557.19
ORD-00000851,CUST-000873,2025-03-11,PROD-00169,3,completed,Credit Card,599.14
ORD-00000852,CUST-000905,2025-09-19,PROD-00167,4,completed,PayPal,1026.91
ORD-00000853,CUST-000727,2025-05-11,PROD-00026,3,pending,Debit Card,1072.49
ORD-00000854,CUST-000191,2026-01-30,PROD-00051,5,pending,Debit Card,1854.17
ORD-00000855,CUST-000023,2025-06-02,PROD-00011,2,cancelled,PayPal,680.47
ORD-00000856,CUST-000403,2025-11-01,PROD-00191,2,completed,PayPal,1374.94
ORD-00000857,CUST-000364,2025-04-30,PROD-00161,3,completed,Debit Card,566.24
ORD-00000858,CUST-000064,2025-08-24,PROD-00161,3,pending,Credit Card,1889.39
ORD-00000859,CUST-000972,2025-03-10,PROD-00072,2,completed,PayPal,1796.41
ORD-00000860,CUST-000673,2025-07-17,PROD-00036,1,cancelled,PayPal,1051.02
ORD-00000861,CUST-000695,2025-04-29,PROD-00157,2,pending,Credit Card,1154.34
ORD-00000862,CUST-000437,2025-06-06,PROD-00080,5,pending,PayPal,1093.62
ORD-00000863,CUST-000212,2025-02-23,PROD-00168,2,cancelled,Debit Card,1374.42
ORD-00000864,CUST-000208,2025-05-08,PROD-00036,3,cancelled,Debit Card,1799.31
ORD-00000865,CUST-000932,2025-12-05,PROD-00035,4,completed,Debit Card,1867.4
ORD-00000866,CUST-000940,2025-10-20,PROD-00041,3,completed,Debit Card,1075.26
ORD-00000867,CUST-000737,2025-06-02,PROD-00031,2,pending,Credit Card,1459.62
ORD-00000868,CUST-000784,2025-08-10,PROD-00082,4,pending,PayPal,897.15
ORD-00000869,CUST-000957,2025-12-08,PROD-00164,3,completed,Credit Card,231.41
ORD-00000870,CUST-000190,2025-10-12,PROD-00007,5,cancelled,PayPal,1219.1
ORD-00000871,CUST-000628,2025-03-29,PROD-00060,5,completed,Credit Card,1381.01
ORD-00000872,CUST-000368,2025-05-15,PROD-00021,4,completed,Debit Card,1695.35
ORD-00000873,CUST-000481,2025-11-08,PROD-00183,3,completed,PayPal,993.06
ORD-00000874,CUST-000141,2025-05-13,PROD-00042,2,completed,Credit Card,829.01
ORD-00000875,CUST-000993,2025-10-03,PROD-00004,3,pending,Credit Card,1489.89
ORD-00000876,CUST-000208,2025-11-15,PROD-00194,2,completed,Credit Card,1855.66
ORD-00000877,CUST-000450,2025-10-03,PROD-00158,4,cancelled,PayPal,1736.21
ORD-00000878,CUST-000909,2025-08-09,PROD-00064,4,pending,Credit Card,1223.7
ORD-00000879,CUST-000845,2025-07-25,PROD-00098,3,pending,Debit Card,1879.5
ORD-00000880,CUST-000586,2025-09-27,PROD-00153,5,cancelled,Debit Card,1754.05
ORD-00000881,CUST-000806,2025-09-08,PROD-00010,5,completed,PayPal,924.66
ORD-00000882,CUST-000899,2025-08-15,PROD-00011,2,cancelled,Debit Card,803.31
ORD-00000883,CUST-000753,2025-09-14,PROD-00011,5,pending,Debit Card,1535.02
ORD-00000884,CUST-000986,2025-06-27,PROD-00013,2,pending,PayPal,808.12
ORD-00000885,CUST-000312,2025-06-18,PROD-00199,3,pending,Credit Card,856.48
ORD-00000886,CUST-000628,2025-12-20,PROD-00014,5,completed,PayPal,1663.19
ORD-00000887,CUST-000463,2025-04-18,PROD-00024,5,completed,Credit Card,1561.89
ORD-00000888,CUST-000961,2025-12-31,PROD-00179,5,completed,PayPal,838.85
ORD-00000889,CUST-000462,2025-08-23,PROD-00007,2,pending,Debit Card,1795.3
ORD-00000890,CUST-000918,2025-09-04,PROD-00052,4,completed,PayPal,661.67
ORD-00000891,CUST-000665,2025-04-25,PROD-00183,2,cancelled,Debit Card,264.62
ORD-00000892,CUST-000117,2025-07-14,PROD-00181,4,cancelled,PayPal,188.91
ORD-00000893,CUST-000725,2025-07-19,PROD-00099,5,cancelled,Credit Card,769.78
ORD-00000894,CUST-000390,2025-10-21,PROD-00012,2,pending,Debit Card,1745.18
ORD-00000895,CUST-000884,2025-09-19,PROD-00039,2,completed,Credit Card,1542.93
ORD-00000896,CUST-000053,2025-03-22,PROD-00108,3,pending,Debit Card,1541.89
ORD-00000897,CUST-000457,2025-08-19,PROD-00074,2,completed,Credit Card,1921.66
ORD-00000898,CUST-000004,2026-02-17,PROD-00160,3,completed,PayPal,1005.3
ORD-00000899,CUST-000511,2025-03-24,PROD-00140,1,cancelled,PayPal,491.0
ORD-00000900,CUST-000603,2025-11-22,PROD-00169,4,pending,PayPal,894.91
ORD-00000901,CUST-000616,2025-09-03,PROD-00154,1,completed,Debit Card,570.66
ORD-00000902,CUST-000644,2025-06-13,PROD-00143,2,completed,Credit Card,313.55
ORD-00000903,CUST-000669,2025-11-23,PROD-00090,1,completed,Credit Card,1340.65
ORD-00000904,CUST-000859,2025-08-06,PROD-00155,3,pending,Credit Card,117.08
ORD-00000905,CUST-000427,2025-08-12,PROD-00046,2,cancelled,PayPal,1229.96
ORD-00000906,CUST-000709,2025-04-20,PROD-00180,5,cancelled,Debit Card,371.29
ORD-00000907,CUST-000467,2025-09-24,PROD-00192,5,pending,Credit Card,204.39
ORD-00000908,CUST-000307,2025-10-08,PROD-00083,3,pending,Credit Card,1521.72
ORD-00000909,CUST-000864,2025-09-16,PROD-00141,1,pending,PayPal,286.4
ORD-00000910,CUST-000712,2025-07-24,PROD-00071,3,cancelled,PayPal,1058.8
ORD-00000911,CUST-000713,2025-11-28,PROD-00054,5,completed,Credit Card,1151.31
ORD-00000912,CUST-000645,2025-11-24,PROD-00136,1,pending,Debit Card,1383.54
ORD-00000913,CUST-000957,2025-06-05,PROD-00181,3,pending,Debit Card,1698.64
ORD-00000914,CUST-000266,2025-11-21,PROD-00135,5,cancelled,PayPal,1855.67
ORD-00000915,CUST-000630,2026-02-19,PROD-00145,4,cancelled,Debit Card,1271.08
ORD-00000916,CUST-000505,2025-07-09,PROD-00047,5,completed,Debit Card,595.17
ORD-00000917,CUST-000199,2025-09-06,PROD-00001,1,completed,PayPal,1258.41
ORD-00000918,CUST-000121,2025-07-10,PROD-00189,2,cancelled,PayPal,839.8
ORD-00000919,CUST-000342,2026-02-04,PROD-00090,5,cancelled,Credit Card,42.37
ORD-00000920,CUST-000207,2025-04-08,PROD-00177,3,pending,Credit Card,629.39
ORD-00000921,CUST-000519,2025-07-16,PROD-00141,3,completed,Credit Card,1377.95
ORD-00000922,CUST-000350,2025-05-10,PROD-00102,5,cancelled,Credit Card,1667.44
ORD-00000923,CUST-000199,2025-04-03,PROD-00085,3,cancelled,PayPal,1834.0
ORD-00000924,CUST-000817,2025-06-07,PROD-00010,2,pending,Credit Card,1261.86
ORD-00000925,CUST-000914,2026-01-04,PROD-00138,3,pending,PayPal,1857.02
ORD-00000926,CUST-000058,2025-11-29,PROD-00134,3,cancelled,Debit Card,1362.83
ORD-00000927,CUST-000569,2026-02-17,PROD-00138,1,completed,Debit Card,1377.28
ORD-00000928,CUST-000819,2026-02-15,PROD-00091,1,completed,PayPal,1684.66
ORD-00000929,CUST-000348,2025-09-11,PROD-00097,5,completed,Debit Card,1219.26
ORD-00000930,CUST-000192,2025-06-30,PROD-00153,1,pending,Debit Card,1718.48
ORD-00000931,CUST-000727,2025-05-12,PROD-00009,3,pending,Credit Card,1004.17
ORD-00000932,CUST-000244,2026-01-17,PROD-00096,4,pending,Credit Card,1059.7
ORD-00000933,CUST-000180,2025-06-04,PROD-00029,3,completed,Credit Card,1828.44
ORD-00000934,CUST-000455,2025-12-01,PROD-00130,1,pending,Debit Card,325.07
ORD-00000935,CUST-000349,2025-10-10,PROD-00124,5,pending,PayPal,303.72
ORD-00000936,CUST-000893,2025-10-23,PROD-00026,5,cancelled,Credit Card,426.27
ORD-00000937,CUST-000038,2025-10-31,PROD-00118,4,cancelled,Debit Card,249.36
ORD-00000938,CUST-000319,2025-10-11,PROD-00012,5,completed,PayPal,944.41
ORD-00000939,CUST-000048,2025-10-12,PROD-00027,5,cancelled,Debit Card,638.71
ORD-00000940,CUST-000592,2025-08-24,PROD-00195,3,cancelled,Credit Card,655.34
ORD-00000941,CUST-000198,2025-09-04,PROD-00074,3,cancelled,PayPal,1550.12
ORD-00000942,CUST-000688,2025-05-15,PROD-00031,3,completed,Credit Card,561.8
